,dataset,split,task_id,model,code,result,compiled,passed_tests,avg_test_time,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI
49,openai_humaneval,test,49,llama3_0_shot_finetuned_1_epoch,"def modp(n: int, p: int):
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
    return pow(2, n, p)",passed,True,True,8.727503333526935e-05,14.0,3.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50,openai_humaneval,test,50,llama3_0_shot_finetuned_1_epoch,"def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join(chr((ord(ch) - ord('a') + 5) % 26 + ord('a')) for ch in s)

def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
    return """".join(chr((ord(ch) - ord('a') - 5) % 26 + ord('a')) for ch in s)",passed,True,True,0.0016311681000009534,11.0,6.0,4.0,0.0,6.0,1.0,0.0,2.0,3.0,16.0,8.0,16.0,19.0,24.0,68.75488750216347,101.95026032264605,1.5,152.92539048396907,8.49585502688717,0.03398342010754868,85.16136508223657
51,openai_humaneval,test,51,llama3_0_shot_finetuned_1_epoch,"def remove_vowels(text):
    """"""
    remove_vowels is a function that takes string and returns string without vowels.
    >>> remove_vowels('')
    ''
    >>> remove_vowels(""abcdef\nghijklm"")
    'bcdf\nghjklm'
    >>> remove_vowels('abcdef')
    'bcdf'
    >>> remove_vowels('aaaaa')
    ''
    >>> remove_vowels('aaBAA')
    'B'
    >>> remove_vowels('zbcd')
    'zbcd'
    """"""
    return """".join([c for c in text if c.lower() not in 'aeiou'])",passed,True,True,7.88631333335843e-05,17.0,3.0,2.0,0.0,15.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,67.73115796691512
52,openai_humaneval,test,52,llama3_0_shot_finetuned_1_epoch,"def below_threshold(l: list, t: int):
    """"""Return True if all numbers in the list l are below threshold t.
    >>> below_threshold([1, 2, 4, 10], 100)
    True
    >>> below_threshold([1, 20, 4, 10], 5)
    False
    """"""
    return all(e < t for e in l)",passed,True,True,0.00010221340000195293,8.0,3.0,2.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,71.9331936183837
53,openai_humaneval,test,53,llama3_0_shot_finetuned_1_epoch,"def add(x: int, y: int) -> int:
    """"""Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
    return x + y",passed,True,True,0.00023539039999983895,8.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,72.06769654236032
54,openai_humaneval,test,54,llama3_0_shot_finetuned_1_epoch,"def same_chars(s0: str, s1: str):
    """"""
    Check if two words have the same characters.
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddeddabc')
    True
    >>> same_chars('abcd', 'dddddddabc')
    True
    >>> same_chars('dddddddabc', 'abcd')
    True
    >>> same_chars('eabcd', 'dddddddabc')
    False
    >>> same_chars('abcd', 'dddddddabce')
    False
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddddabc')
    False
    """"""
    return sorted(s0) == sorted(s1)",failed: ,True,False,,17.0,3.0,2.0,0.0,15.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,68.00016381486833
55,openai_humaneval,test,55,llama3_0_shot_finetuned_1_epoch,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fib(n - 1) + fib(n - 2)",passed,True,True,0.0001274368999778138,15.0,8.0,7.0,0.0,8.0,0.0,0.0,3.0,3.0,6.0,5.0,10.0,9.0,15.0,20.264662506490406,47.548875021634686,2.5,118.87218755408671,6.604010419671484,0.01584962500721156,91.53009100920066
56,openai_humaneval,test,56,llama3_0_shot_finetuned_1_epoch,,failed: name 'correct_bracketing' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
57,openai_humaneval,test,57,llama3_0_shot_finetuned_1_epoch,"def monotonic(l: list):
    """"""Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
    return l == sorted(l) or l == sorted(l, reverse=True)",passed,True,True,0.00014096709999999272,10.0,3.0,2.0,0.0,8.0,0.0,0.0,2.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813,54.8576348179995
58,openai_humaneval,test,58,llama3_0_shot_finetuned_1_epoch,"def common(l1: list, l2: list):
    """"""Return sorted unique common elements for two lists.
    >>> common([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121])
    [1, 5, 653]
    >>> common([5, 3, 2, 8], [3, 2])
    [2, 3]

    """"""
    return sorted(set(e for e in l1 if e in l2))",passed,True,True,0.0001201817333334058,9.0,3.0,2.0,0.0,6.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,71.7986906944071
59,openai_humaneval,test,59,llama3_0_shot_finetuned_1_epoch,,failed: name 'largest_prime_factor' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
60,openai_humaneval,test,60,llama3_0_shot_finetuned_1_epoch,"def sum_to_n(n: int):
    """"""sum_to_n is a function that sums numbers from 1 to n.
    >>> sum_to_n(30)
    465
    >>> sum_to_n(100)
    5050
    >>> sum_to_n(5)
    15
    >>> sum_to_n(10)
    55
    >>> sum_to_n(1)
    1
    """"""
    return sum(range(1, n + 1))",passed,True,True,6.221633333704327e-05,14.0,3.0,2.0,0.0,12.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,57.383387077471
61,openai_humaneval,test,61,llama3_0_shot_finetuned_1_epoch,,failed: name 'correct_bracketing' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
62,openai_humaneval,test,62,llama3_0_shot_finetuned_1_epoch,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 +....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    return [i * x for i, x in enumerate(xs[1:])]",failed: ,True,False,,10.0,4.0,2.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,57.21148314475711
63,openai_humaneval,test,63,llama3_0_shot_finetuned_1_epoch,"def fibfib(n: int):
    """"""The FibFib number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fibfib(0) == 0
    fibfib(1) == 0
    fibfib(2) == 1
    fibfib(n) == fibfib(n-1) + fibfib(n-2) + fibfib(n-3).
    Please write a function to efficiently compute the n-th element of the fibfib number sequence.
    >>> fibfib(1)
    0
    >>> fibfib(5)
    4
    >>> fibfib(8)
    24
    """"""
    if n <= 2:
        return 0
    a, b, c = 0, 0, 1
    for _ in range(3, n + 1):
        a, b, c = b, c, b + c
    return c",failed: ,True,False,,20.0,8.0,7.0,0.0,13.0,0.0,0.0,3.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813,79.21339112545836
64,openai_humaneval,test,64,llama3_0_shot_finetuned_1_epoch,"def vowels_count(s):
    """"""
    Write a function vowels_count which takes a string representing
    a word as input and returns the number of vowels in the string.
    Vowels in this case are 'a', 'e', 'i', 'o', 'u'. Here, 'y' is also a
    vowel, but only when it is at the end of the given word.

    Example:
    >>> vowels_count(""abcde"")
    2
    >>> vowels_count(""ACEDY"")
    3
    """"""
    vowels = ""aeiouAEIOUY""
    return sum(1 for c in s if c in vowels)",failed: Test 3,True,False,,15.0,4.0,3.0,0.0,11.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,60.221302689602105
65,openai_humaneval,test,65,llama3_0_shot_finetuned_1_epoch,,failed: name 'circular_shift' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
66,openai_humaneval,test,66,llama3_0_shot_finetuned_1_epoch,,failed: name 'digitSum' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
67,openai_humaneval,test,67,llama3_0_shot_finetuned_1_epoch,"def fruit_distribution(s, n):
    """"""
    In this task, you will be given a string that represents a number of apples and oranges 
    that are distributed in a basket of fruit this basket contains 
    apples, oranges, and mango fruits. Given the string that represents the total number of 
    the oranges and apples and an integer that represent the total number of the fruits 
    in the basket return the number of the mango fruits in the basket.
    for examble:
    fruit_distribution(""5 apples and 6 oranges"", 19) ->19 - 5 - 6 = 8
    fruit_distribution(""0 apples and 1 oranges"",3) -> 3 - 0 - 1 = 2
    fruit_distribution(""2 apples and 3 oranges"", 100) -> 100 - 2 - 3 = 95
    fruit_distribution(""100 apples and 1 oranges"",120) -> 120 - 100 - 1 = 19
    """"""
    numbers = [int(i) for i in s.split() if i.isdigit()]
    return n - sum(numbers)",passed,True,True,9.663703333444573e-05,15.0,4.0,3.0,0.0,12.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,57.07698022078051
68,openai_humaneval,test,68,llama3_0_shot_finetuned_1_epoch,"def pluck(arr):
    """"""
    ""Given an array representing a branch of a tree that has non-negative integer nodes
    your task is to pluck one of the nodes and return it.
    The plucked node should be the node with the smallest even value.
    If multiple nodes with the same smallest even value are found return the node that has smallest index.

    The plucked node should be returned in a list, [ smalest_value, its index ],
    If there are no even values or the given array is empty, return [].

    Example 1:
        Input: [4,2,3]
        Output: [2, 1]
        Explanation: 2 has the smallest even value, and 2 has the smallest index.

    Example 2:
        Input: [1,2,3]
        Output: [2, 1]
        Explanation: 2 has the smallest even value, and 2 has the smallest index. 

    Example 3:
        Input: []
        Output: []
    
    Example 4:
        Input: [5, 0, 3, 0, 4, 2]
        Output: [0, 1]
        Explanation: 0 is the smallest value, but  there are two zeros,
                     so we will choose the first zero, which has the smallest index.

    Constraints:
        * 1 <= nodes.length <= 10000
        * 0 <= node.value
    """"""
    if not arr:
        return []
    evens = [x for x in arr if x % 2 == 0]
    if not evens:
        return []
    return [min(evens), arr.index(min(evens))]",passed,True,True,0.00016859303333333447,40.0,8.0,7.0,0.0,27.0,6.0,0.0,5.0,3.0,6.0,4.0,6.0,9.0,10.0,20.264662506490406,31.699250014423125,1.5,47.548875021634686,2.6416041678685938,0.010566416671474375,45.71492142314935
69,openai_humaneval,test,69,llama3_0_shot_finetuned_1_epoch,,failed: name 'search' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
70,openai_humaneval,test,70,llama3_0_shot_finetuned_1_epoch,,failed: name 'strange_sort_list' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
71,openai_humaneval,test,71,llama3_0_shot_finetuned_1_epoch,"def triangle_area(a, b, c):
    '''
    Given the lengths of the three sides of a triangle. Return the area of
    the triangle rounded to 2 decimal points if the three sides form a valid triangle. 
    Otherwise return -1
    Three sides make a valid triangle when the sum of any two sides is greater 
    than the third side.
    Example:
    triangle_area(3, 4, 5) == 6.00
    triangle_area(1, 2, 10) == -1
    '''
    sides = sorted([a, b, c])
    if sides[0] + sides[1] <= sides[2]:
        return -1 
    s = (sides[0] + sides[1] + sides[2])/2    
    area = (s * (s - sides[0]) * (s - sides[1]) * (s - sides[2])) ** 0.5
    area = round(area, 2)
    return area",passed,True,True,0.00011946689999999815,18.0,9.0,8.0,0.0,10.0,0.0,0.0,2.0,7.0,22.0,13.0,25.0,29.0,38.0,117.75898006442377,184.60327781484776,3.977272727272727,734.2175822181445,40.7898656787858,0.06153442593828259,84.52372510257354
72,openai_humaneval,test,72,llama3_0_shot_finetuned_1_epoch,"def will_it_fly(q, w):
    '''
    Write a function that returns True if the object q will fly, and False otherwise.
    The object q will fly if it's balanced (it is a palindromic list) and the sum of its elements is less than or equal the maximum possible weight w.

    Example:
    will_it_fly([1, 2], 5) ➞ False 
    # 1+2 is less than the maximum possible weight, but it's unbalanced.

    will_it_fly([3, 2, 3], 1) ➞ False
    # it's balanced, but 3+2+3 is more than the maximum possible weight.

    will_it_fly([3, 2, 3], 9) ➞ True
    # 3+2+3 is less than the maximum possible weight, and it's balanced.

    will_it_fly([3], 5) ➞ True
    # 3 is less than the maximum possible weight, and it's balanced.
    '''
    if sum(q) > w:
        return False

    left, right = 0, len(q) - 1
    while left < right:
        if q[left]!= q[right]:
            return False
        left += 1
        right -= 1
    return True",passed,True,True,8.9329499999972e-05,28.0,11.0,10.0,0.0,13.0,5.0,0.0,4.0,5.0,8.0,6.0,12.0,13.0,18.0,35.60964047443681,66.60791492653966,3.75,249.77968097452373,13.876648943029096,0.022202638308846556,84.52090011044952
73,openai_humaneval,test,73,llama3_0_shot_finetuned_1_epoch,,failed: name 'smallest_change' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
74,openai_humaneval,test,74,llama3_0_shot_finetuned_1_epoch,,failed: name 'total_match' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
75,openai_humaneval,test,75,llama3_0_shot_finetuned_1_epoch,,failed: name 'is_multiply_prime' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
76,openai_humaneval,test,76,llama3_0_shot_finetuned_1_epoch,"def is_simple_power(x, n):
    """"""Your task is to write a function that returns true if a number x is a simple
    power of n and false in other cases.
    x is a simple power of n if n**int=x
    For example:
    is_simple_power(1, 4) => true
    is_simple_power(2, 2) => true
    is_simple_power(8, 2) => true
    is_simple_power(3, 2) => false
    is_simple_power(3, 1) => false
    is_simple_power(5, 3) => false
    """"""
    if n == 1:
        return x == 1
    power = n
    while power <= x:
        if power == x:
            return True
        power *= n
    return False",failed: This prints if this assert fails 2 (also good for debugging!),True,False,,20.0,10.0,9.0,0.0,11.0,0.0,0.0,4.0,3.0,4.0,5.0,10.0,7.0,15.0,12.75488750216347,42.11032383086406,3.75,157.91371436574022,8.772984131430013,0.01403677461028802,88.25718174831817
77,openai_humaneval,test,77,llama3_0_shot_finetuned_1_epoch,,failed: name 'iscube' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
78,openai_humaneval,test,78,llama3_0_shot_finetuned_1_epoch,"def hex_key(num):
    """"""You have been tasked to write a function that receives 
    a hexadecimal number as a string and counts the number of hexadecimal 
    digits that are primes (prime number, or a prime, is a natural number 
    greater than 1 that is not a product of two smaller natural numbers).
    Hexadecimal digits are 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F.
    Prime numbers are 2, 3, 5, 7, 11, 13, 17,...
    So you have to determine a number of the following digits: 2, 3, 5, 7, 
    B (=decimal 11), D (=decimal 13).
    Note: you may assume the input is always correct or empty string, 
    and symbols A,B,C,D,E,F are always uppercase.
    Examples:
    For num = ""AB"" the output should be 1.
    For num = ""1077E"" the output should be 2.
    For num = ""ABED1A33"" the output should be 4.
    For num = ""123456789ABCDEF0"" the output should be 6.
    For num = ""2020"" the output should be 2.
    """"""
    primes = {'2', '3', '5', '7', 'B', 'D'}
    return sum(1 for digit in num if digit in primes)",passed,True,True,0.000125102766666411,20.0,4.0,3.0,0.0,17.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,53.18774262777732
79,openai_humaneval,test,79,llama3_0_shot_finetuned_1_epoch,,failed: name 'decimal_to_binary' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
80,openai_humaneval,test,80,llama3_0_shot_finetuned_1_epoch,,failed: name 'is_happy' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
81,openai_humaneval,test,81,llama3_0_shot_finetuned_1_epoch,"def numerical_letter_grade(grades):
    """"""It is the last week of the semester and the teacher has to give the grades
    to students. The teacher has been making her own algorithm for grading.
    The only problem is, she has lost the code she used for grading.
    She has given you a list of GPAs for some students and you have to write 
    a function that can output a list of letter grades using the following table:
             GPA       |    Letter grade
              4.0                A+
            > 3.7                A 
            > 3.3                A- 
            > 3.0                B+
            > 2.7                B 
            > 2.3                B-
            > 2.0                C+
            > 1.7                C
            > 1.3                C-
            > 1.0                D+ 
            > 0.7                D 
            > 0.0                D-
              0.0                E
    

    Example:
    grade_equation([4.0, 3, 1.7, 2, 3.5]) ==> ['A+', 'B', 'C-', 'C', 'A-']
    """"""

    letter_grade = []
    for gpa in grades:
        if gpa >= 4.0:
            letter_grade.append(""A+"")
        elif gpa >= 3.7:
            letter_grade.append(""A"")
        elif gpa >= 3.3:
            letter_grade.append(""A-"")
        elif gpa >= 3.0:
            letter_grade.append(""B+"")
        elif gpa >= 2.7:
            letter_grade.append(""B"")
        elif gpa >= 2.3:
            letter_grade.append(""B-"")
        elif gpa >= 2.0:
            letter_grade.append(""C+"")
        elif gpa >= 1.7:
            letter_grade.append(""C"")
        elif gpa >= 1.3:
            letter_grade.append(""C-"")
        elif gpa >= 1.0:
            letter_grade.append(""D+"")
        elif gpa >= 0.7:
            letter_grade.append(""D"")
        elif gpa >= 0.0:
            letter_grade.append(""D-"")
        else:
            letter_grade.append(""E"")
    return letter_grade",failed: ,True,False,,55.0,31.0,30.0,0.0,22.0,3.0,0.0,14.0,1.0,13.0,12.0,24.0,14.0,36.0,48.105716335834195,137.06477719407374,0.9230769230769231,126.52133279452961,7.0289629330294225,0.04568825906469125,79.25733228665749
82,openai_humaneval,test,82,llama3_0_shot_finetuned_1_epoch,,failed: name 'prime_length' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
83,openai_humaneval,test,83,llama3_0_shot_finetuned_1_epoch,"def starts_one_ends(n):
    """"""
    Given a positive integer n, return the count of the numbers of n-digit
    positive integers that start or end with 1.
    """"""
    if n == 1:
        return 1
    else:
        return 9 * (10 ** (n - 1))",failed: ,True,False,,9.0,6.0,5.0,0.0,4.0,0.0,0.0,2.0,4.0,6.0,4.0,8.0,10.0,12.0,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,5.905649946466422,0.013287712379549451,99.62973379989852
84,openai_humaneval,test,84,llama3_0_shot_finetuned_1_epoch,"def solve(N):
    """"""Given a positive integer N, return the total sum of its digits in binary.
    
    Example
        For N = 1000, the sum of digits will be 1 the output should be ""1"".
        For N = 150, the sum of digits will be 6 the output should be ""110"".
        For N = 147, the sum of digits will be 12 the output should be ""1100"".
    
    Variables:
        @N integer
             Constraints: 0 ≤ N ≤ 10000.
    Output:
         a string of binary number
    """"""
    return bin(sum(int(i) for i in str(N)))[2:]",passed,True,True,9.215576666671647e-05,15.0,4.0,2.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
85,openai_humaneval,test,85,llama3_0_shot_finetuned_1_epoch,"def add(lst):
    """"""Given a non-empty list of integers lst. add the even elements that are at odd indices.

    Examples:
        add([4, 2, 6, 7]) ==> 2 
    """"""
    return sum([i for i in lst[1::2] if i % 2 == 0])",passed,True,True,7.165590000113298e-05,7.0,4.0,2.0,0.0,4.0,1.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,84.25705591987948
86,openai_humaneval,test,86,llama3_0_shot_finetuned_1_epoch,"def anti_shuffle(s):
    """"""
    Write a function that takes a string and returns an ordered version of it.
    Ordered version of string, is a string where all words (separated by space)
    are replaced by a new word where all the characters arranged in
    ascending order based on ascii value.
    Note: You should keep the order of words and blank spaces in the sentence.

    For example:
    anti_shuffle('Hi') returns 'Hi'
    anti_shuffle('hello') returns 'ehllo'
    anti_shuffle('Hello World!!!') returns 'Hello!!!Wdlor'
    """"""
    return''.join(''.join(sorted(i)) for i in s.split())",failed: ,True,False,,14.0,3.0,2.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
87,openai_humaneval,test,87,llama3_0_shot_finetuned_1_epoch,"def get_row(lst, x):
    """"""
    You are given a 2 dimensional data, as a nested lists,
    which is similar to matrix, however, unlike matrices,
    each row may contain a different number of columns.
    Given lst, and integer x, find integers x in the list,
    and return list of tuples, [(x1, y1), (x2, y2)...] such that
    each tuple is a coordinate - (row, columns), starting with 0.
    Sort coordinates initially by rows in ascending order.
    Also, sort coordinates of the row by columns in descending order.
    
    Examples:
    get_row([
      [1,2,3,4,5,6],
      [1,2,3,4,1,6],
      [1,2,3,4,5,1]
    ], 1) == [(0, 0), (1, 4), (1, 0), (2, 5), (2, 0)]
    get_row([], 1) == []
    get_row([[], [1], [1, 2, 3]], 3) == [(2, 2)]
    """"""
    coords = [(i, j) for i in range(len(lst)) for j in range(len(lst[i])) if lst[i][j] == x]
    return sorted(coords, key=lambda x: (x[0], -x[1]))",passed,True,True,0.000381115766666662,22.0,5.0,3.0,0.0,18.0,1.0,0.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,49.42594753320999
88,openai_humaneval,test,88,llama3_0_shot_finetuned_1_epoch,"def sort_array(array):
    """"""
    Given an array of non-negative integers, return a copy of the given array after sorting,
    you will sort the given array in ascending order if the sum( first index value, last index value) is odd,
    or sort it in descending order if the sum( first index value, last index value) is even.

    Note:
    * don't change the given array.

    Examples:
    * sort_array([]) => []
    * sort_array([5]) => [5]
    * sort_array([2, 4, 3, 0, 1, 5]) => [0, 1, 2, 3, 4, 5]
    * sort_array([2, 4, 3, 0, 1, 5, 6]) => [6, 5, 4, 3, 2, 1, 0]
    """"""
    if not array:
        return []
    return sorted(array, reverse=(array[0]+array[-1]) % 2 == 0)",passed,True,True,0.0001835278333317092,18.0,5.0,4.0,0.0,12.0,2.0,0.0,2.0,5.0,8.0,5.0,8.0,13.0,13.0,35.60964047443681,48.105716335834195,2.5,120.26429083958548,6.681349491088082,0.016035238778611398,60.05637456585845
89,openai_humaneval,test,89,llama3_0_shot_finetuned_1_epoch,,failed: name 'encrypt' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
90,openai_humaneval,test,90,llama3_0_shot_finetuned_1_epoch,"def next_smallest(lst):
    """"""
    You are given a list of integers.
    Write a function next_smallest() that returns the 2nd smallest element of the list.
    Return None if there is no such element.
    
    next_smallest([1, 2, 3, 4, 5]) == 2
    next_smallest([5, 1, 4, 3, 2]) == 2
    next_smallest([]) == None
    next_smallest([1, 1]) == None
    """"""
    sorted_lst = sorted(set(lst))
    return None if len(sorted_lst) < 2 else sorted_lst[1]",passed,True,True,0.0001149776666666232,13.0,4.0,3.0,0.0,9.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,69.20778451094579
91,openai_humaneval,test,91,llama3_0_shot_finetuned_1_epoch,,failed: name 'is_bored' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
92,openai_humaneval,test,92,llama3_0_shot_finetuned_1_epoch,,failed: name 'any_int' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
93,openai_humaneval,test,93,llama3_0_shot_finetuned_1_epoch,,failed: name 'encode' is not defined,True,False,,,,,,,,,,,,,,,,,,,,,,
94,openai_humaneval,test,94,llama3_0_shot_finetuned_1_epoch,"def skjkasdkd(lst):
    """"""You are given a list of integers.
    You need to find the largest prime value and return the sum of its digits.

    Examples:
    For lst = [0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3] the output should be 10
    For lst = [1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1] the output should be 25
    For lst = [1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3] the output should be 13
    For lst = [0,724,32,71,99,32,6,0,5,91,83,0,5,6] the output should be 11
    For lst = [0,81,12,3,1,21] the output should be 3
    For lst = [0,8,1,2,1,7] the output should be 7
    """"""
    def is_prime(n):
        """"""Check if a number is prime.""""""
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    max_prime = max((num for num in lst if is_prime(num)), default=0)
    return sum(int(digit) for digit in str(max_prime))",passed,True,True,0.00031786853332960163,23.0,12.0,10.0,0.0,10.0,2.0,1.0,4.0,5.0,8.0,5.0,10.0,13.0,15.0,35.60964047443681,55.506595772116384,3.125,173.4581117878637,9.636561765992427,0.01850219859070546,89.3491552975729
95,openai_humaneval,test,95,llama3_0_shot_finetuned_1_epoch,"def check_dict_case(dict):
    """"""
    Given a dictionary, return True if all keys are strings in lower 
    case or all keys are strings in upper case, else return False.
    The function should return False is the given dictionary is empty.
    Examples:
    check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
    check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
    check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
    check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
    check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.
    """"""
    if not dict:
        return False
    state = ""start""
    for key in dict:
        if not isinstance(key, str):
            return False
        if state == ""start"":
            if key.isupper():
                state = ""upper""
            elif key.islower():
                state = ""lower""
            else:
                return False
        elif state == ""upper"" and not key.isupper() or state == ""lower"" and not key.islower():
            return False
    return state in (""upper"", ""lower"")",passed,True,True,0.00023620329999782068,28.0,18.0,17.0,0.0,11.0,0.0,0.0,11.0,5.0,15.0,11.0,18.0,20.0,29.0,70.2129994085646,125.33591475173351,3.0,376.0077442552005,20.889319125288917,0.041778638250577836,85.55242624559413
96,openai_humaneval,test,96,llama3_0_shot_finetuned_1_epoch,"def count_up_to(n):
    """"""Implement a function that takes an non-negative integer and returns an array of the first n
    integers that are prime numbers and less than n.
    for example:
    count_up_to(5) => [2,3]
    count_up_to(11) => [2,3,5,7]
    count_up_to(0) => []
    count_up_to(20) => [2,3,5,7,11,13,17,19]
    count_up_to(1) => []
    count_up_to(18) => [2,3,5,7,11,13,17]
    """"""
    primes = []
    for i in range(2, n):
        is_prime = True
        for j in range(2, int(i**0.5) + 1):
            if i % j == 0:
                is_prime = False
                break
        if is_prime:
            primes.append(i)
    return primes",passed,True,True,0.0003548295666405465,21.0,12.0,11.0,0.0,10.0,0.0,0.0,5.0,4.0,7.0,4.0,8.0,11.0,12.0,27.651484454403228,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.01383772647454919,91.33173548227609
