error,dataset,split,task_id,result,avg_test_time,passed_tests,compiled,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI,model
,mbpp,test,99,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.69319837885878,codeLLama_fewshot
,mbpp,test,100,passed,0.0001221461999989,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,101,passed,3.221096666739716e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,6.0,6.0,9.0,10.0,23.264662506490403,1.5,34.89699375973561,1.938721875540867,0.0077548875021634,79.75345959902559,codeLLama_fewshot
,mbpp,test,102,passed,2.966450000000028e-05,True,True,11.0,11.0,11.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,5.0,10.0,11.0,15.0,28.75488750216347,51.89147427955947,1.875,97.296514274174,5.405361904120777,0.0172971580931864,64.33245213842517,codeLLama_fewshot
,mbpp,test,103,failed: ,,False,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,104,passed,3.946279999998599e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.0555555555555555,0.0006666666666666,91.19102358831414,codeLLama_fewshot
,mbpp,test,105,passed,3.994103333297972e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,106,failed: ,,False,True,5.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,107,passed,4.4292699999459725e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,108,passed,6.136543333354894e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,79.7423427057672,codeLLama_fewshot
,mbpp,test,109,passed,7.837406666718985e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_fewshot
,mbpp,test,110,passed,8.208710000000193e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,6.0,14.0,13.0,27.0,20.0,40.0,68.81274391313339,172.8771237954945,5.785714285714286,1000.2176448167896,55.567646934266094,0.0576257079318315,66.41524854280154,codeLLama_fewshot
,mbpp,test,111,passed,0.002525718133333,True,True,15.0,15.0,15.0,0.0,0.0,0.0,0.0,5.0,5.0,13.0,9.0,18.0,18.0,27.0,59.71535681027101,112.58797503894245,3.4615384615384617,389.7276059040315,21.651533661335083,0.0375293250129808,59.30769893387619,codeLLama_fewshot
,mbpp,test,112,passed,4.7676472561,True,True,15.0,15.0,15.0,0.0,0.0,0.0,0.0,11.0,8.0,13.0,11.0,21.0,21.0,32.0,72.10571633583419,140.55415752892034,6.461538461538462,908.1960948022544,50.45533860012525,0.0468513858429734,57.82602560232108,codeLLama_fewshot
,mbpp,test,113,failed: ,,False,True,6.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,114,passed,4.0187766666122114e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,7.0,10.0,11.0,23.509775004326936,36.541209043760986,2.3333333333333335,85.26282110210897,4.736823394561609,0.0121804030145869,67.5690470913963,codeLLama_fewshot
,mbpp,test,115,failed: cannot access local variable 'sum' where it is not associated with a value,,False,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,7.0,14.0,15.0,21.0,46.053747805010275,82.0447025077789,2.5454545454545454,208.84106092889172,11.602281162716206,0.0273482341692596,70.81247468539993,codeLLama_fewshot
,mbpp,test,116,passed,3.362469999999007e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,7.0,12.0,11.0,19.0,27.11941547876375,65.72920075410866,5.0,328.6460037705433,18.25811132058574,0.0219097335847028,65.91820864167246,codeLLama_fewshot
,mbpp,test,117,passed,4.6306166666454374e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_fewshot
,mbpp,test,118,passed,9.921636666755754e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,4.0,6.0,6.0,10.0,9.509775004326938,25.84962500721156,3.0,77.54887502163469,4.308270834535261,0.0086165416690705,67.48899520633505,codeLLama_fewshot
,mbpp,test,119,failed: ,,False,True,8.0,7.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,76.55471099040834,codeLLama_fewshot
,mbpp,test,120,passed,2.8516699999999357e-05,True,True,15.0,14.0,13.0,0.0,0.0,2.0,0.0,5.0,3.0,6.0,7.0,12.0,9.0,19.0,20.264662506490406,60.22857502740394,3.0,180.68572508221183,10.038095837900658,0.0200761916758013,61.86368850235328,codeLLama_fewshot
,mbpp,test,121,passed,6.742220000054052e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,122,passed,5.1127733333333755e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_fewshot
,mbpp,test,123,passed,4.9764866662371785e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,4.0,8.0,10.0,12.0,24.406371956566694,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.0132877123795494,66.44080176157009,codeLLama_fewshot
,mbpp,test,124,failed: ,,False,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,6.0,8.0,9.0,16.36452797660028,27.0,1.8,48.6,2.7,0.009,79.30066036278018,codeLLama_fewshot
,mbpp,test,125,passed,2.7280233333234112e-05,True,True,15.0,15.0,15.0,0.0,0.0,0.0,0.0,4.0,5.0,22.0,17.0,34.0,27.0,51.0,109.71713608445737,242.49926261033693,3.863636363636364,936.9289691763018,52.05160939868344,0.0808330875367789,57.109002140509965,codeLLama_fewshot
,mbpp,test,126,passed,5.93130999997508e-05,True,True,6.0,5.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,76.14705226402761,codeLLama_fewshot
,mbpp,test,127,passed,2.550293333266988e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,5.0,8.0,8.0,16.36452797660028,24.0,1.5,36.0,2.0,0.008,83.63458231410502,codeLLama_fewshot
,mbpp,test,128,passed,3.221923333332673e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.0046438561897747,85.28853641650139,codeLLama_fewshot
,mbpp,test,129,passed,0.0001000281333366,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,4.0,6.0,9.0,10.0,20.264662506490406,31.699250014423125,1.5,47.548875021634686,2.6416041678685938,0.0105664166714743,73.56981409675751,codeLLama_fewshot
,mbpp,test,130,passed,7.889229999994049e-05,True,True,7.0,10.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,7.0,11.0,10.0,18.0,24.406371956566694,59.794705707972525,2.357142857142857,140.94466345450667,7.830259080805926,0.0199315685693241,65.47681429831718,codeLLama_fewshot
,mbpp,test,131,passed,0.0001263172666673,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,4.754887502163469,10.0,0.5,5.0,0.2777777777777778,0.0033333333333333,86.16232350371921,codeLLama_fewshot
,mbpp,test,132,passed,6.470536666635477e-05,True,True,6.0,5.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,133,passed,5.741740000075879e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,11.0,9.0,16.0,15.0,25.0,46.053747805010275,97.67226489021296,2.909090909090909,284.1374978624377,15.785416547913208,0.0325574216300709,70.55128309876082,codeLLama_fewshot
,mbpp,test,134,passed,5.774896666666714e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,76.55471099040834,codeLLama_fewshot
,mbpp,test,135,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,136,passed,9.055399999999824e-05,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,13.0,24.0,14.0,37.0,41.219280948873624,140.87213211613133,4.8,676.1862341574304,37.56590189763502,0.0469573773720437,64.71591428618116,codeLLama_fewshot
,mbpp,test,137,failed: name 'closest' is not defined,,False,True,9.0,8.0,8.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,1.5,0.009,70.00859375530068,codeLLama_fewshot
,mbpp,test,138,passed,7.553316666625657e-05,True,True,11.0,11.0,11.0,0.0,0.0,0.0,0.0,7.0,6.0,14.0,8.0,16.0,20.0,24.0,68.81274391313339,103.72627427729672,3.4285714285714284,355.63294037930297,19.757385576627943,0.0345754247590989,62.22629721282728,codeLLama_fewshot
,mbpp,test,139,passed,3.398309999435393e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,9.0,18.0,19.0,27.0,62.67103446305711,114.6940428629768,5.25,602.1437250306282,33.45242916836823,0.0382313476209922,78.6089015363549,codeLLama_fewshot
,mbpp,test,140,failed: integer modulo by zero,,False,True,7.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,74.41979541019013,codeLLama_fewshot
,mbpp,test,141,passed,9.236913333552366e-05,True,True,18.0,19.0,17.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,4.0,8.0,12.0,12.0,32.0,43.01955000865388,2.0,86.03910001730776,4.779950000961542,0.0143398500028846,59.99385045969691,codeLLama_fewshot
,mbpp,test,142,passed,4.746530000000101e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,9.0,17.0,16.0,26.0,51.01955000865388,104.0,2.8333333333333335,294.6666666666667,16.37037037037037,0.0346666666666666,79.17554561368057,codeLLama_fewshot
,mbpp,test,143,passed,0.0001184828333331,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,144,passed,3.02296333340261e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,7.0,14.0,15.0,21.0,43.65148445440323,82.0447025077789,6.125,502.52380286014574,27.917989047785873,0.0273482341692596,64.38032010933495,codeLLama_fewshot
,mbpp,test,145,"failed: int() argument must be a string, a bytes-like object or a real number, not 'tuple'",,False,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,146,"failed: invalid syntax (<string>, line 6)",,False,False,,,,,,,,,,,,,,,,,,,,,,codeLLama_fewshot
,mbpp,test,147,passed,6.111716666813057e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,6.0,11.0,7.0,13.0,17.0,20.0,53.563522809337215,81.7492568250068,3.5454545454545454,289.8382741977514,16.102126344319522,0.0272497522750022,65.38944263673625,codeLLama_fewshot
,mbpp,test,148,passed,3.9709733331013314e-05,True,True,14.0,12.0,12.0,0.0,0.0,2.0,0.0,18.0,5.0,32.0,24.0,52.0,37.0,76.0,171.60964047443682,395.9184557878002,4.0625,1608.4187266379383,89.35659592432991,0.1319728185959334,55.84925688173,codeLLama_fewshot
,mbpp,test,149,passed,4.8944100000388366e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,6.0,12.0,9.0,18.0,18.0,27.0,58.52932501298082,112.58797503894245,4.5,506.64588767524094,28.146993759735608,0.0375293250129808,69.98461067447468,codeLLama_fewshot
,mbpp,test,150,passed,0.0001082684,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_fewshot
,mbpp,test,151,failed: ,,False,True,12.0,10.0,10.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0,5.0,10.0,9.0,15.0,20.264662506490406,47.548875021634686,2.5,118.87218755408672,6.604010419671484,0.0158496250072115,83.85661177913931,codeLLama_fewshot
,mbpp,test,152,passed,3.59909666637274e-05,True,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,5.0,10.0,12.0,15.0,33.28421251514428,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.0179248125036057,74.61466703602454,codeLLama_fewshot
,mbpp,test,153,passed,3.226846666658882e-05,True,True,13.0,11.0,11.0,0.0,0.0,2.0,0.0,3.0,6.0,11.0,9.0,18.0,17.0,27.0,53.563522809337215,110.36149671375918,4.909090909090909,541.7746202311814,30.098590012843413,0.036787165571253,62.575753076953426,codeLLama_fewshot
,mbpp,test,154,failed: ,,False,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,77.88058292795313,codeLLama_fewshot
,mbpp,test,155,passed,5.6814300000003946e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,5.0,10.0,13.0,15.0,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.0185021985907054,68.81312627594012,codeLLama_fewshot
,mbpp,test,156,passed,2.6385966666671777e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,8.0,8.0,12.0,16.0,36.0,4.0,144.0,8.0,0.012,71.85918018627703,codeLLama_fewshot
,mbpp,test,157,passed,5.255963333941812e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,74.28529248621352,codeLLama_fewshot
,mbpp,test,158,passed,2.9113633333584708e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,8.0,9.0,12.0,20.264662506490406,38.03910001730775,2.0,76.0782000346155,4.226566668589751,0.0126797000057692,66.717734318746,codeLLama_fewshot
,mbpp,test,159,passed,8.422540001144323e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.0046438561897747,76.47338445371699,codeLLama_fewshot
,mbpp,test,160,passed,2.460426666666867e-05,True,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,81.99083716851001,codeLLama_fewshot
,mbpp,test,161,passed,3.48223000003145e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,1.5,0.009,72.599499938762,codeLLama_fewshot
,mbpp,test,162,"failed: 'return' outside function (<string>, line 9)",,False,False,,,,,,,,,,,,,,,,,,,,,,codeLLama_fewshot
,mbpp,test,163,passed,0.0001252853333331,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,164,passed,2.988033333319133e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,6.0,12.0,14.0,18.0,41.219280948873624,68.53238859703687,2.4,164.4777326328885,9.13765181293825,0.0228441295323456,65.5222036587288,codeLLama_fewshot
,mbpp,test,165,passed,3.708476666659521e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.0046438561897747,81.44728802389771,codeLLama_fewshot
,mbpp,test,166,passed,3.805919999990693e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,7.0,8.0,11.0,16.36452797660028,33.0,2.1,69.3,3.85,0.011,73.85103304031689,codeLLama_fewshot
,mbpp,test,167,passed,4.302889999886854e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,168,passed,3.328913333291439e-05,True,True,18.0,18.0,18.0,0.0,0.0,0.0,0.0,4.0,7.0,10.0,10.0,20.0,17.0,30.0,52.87076540327685,122.6238852375102,7.0,858.3671966625714,47.68706648125397,0.0408746284125033,57.45528890151195,codeLLama_fewshot
,mbpp,test,169,passed,4.97203999998419e-05,True,True,8.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,6.0,12.0,15.0,18.0,47.77443751081735,70.32403072095333,1.5,105.48604608143,5.860335893412778,0.0234413435736511,73.79873729732505,codeLLama_fewshot
,mbpp,test,170,passed,5.340416666636353e-05,True,True,15.0,14.0,14.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,66.12375720067395,codeLLama_fewshot
,mbpp,test,171,failed: ,,False,True,9.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,172,passed,6.287560000070394e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,4.0,8.0,10.0,12.0,24.406371956566694,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.0132877123795494,69.81982754625282,codeLLama_fewshot
,mbpp,test,173,passed,5.4041133334218706e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_fewshot
,mbpp,test,174,passed,4.790723333333672e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,21.0,19.0,36.0,27.0,55.0,107.74844088268092,261.5188126189908,5.142857142857143,1344.9538934690956,74.71966074828309,0.0871729375396636,67.55630027114215,codeLLama_fewshot
,mbpp,test,175,passed,3.947083333339189e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,176,passed,0.0002783308333164,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,11.0,22.0,13.0,33.0,36.52932501298081,122.11451069865603,4.888888888888889,597.004274526763,33.16690414037572,0.040704836899552,66.4154781625517,codeLLama_fewshot
,mbpp,test,177,failed: ,,False,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,6.0,7.0,9.0,12.75488750216347,25.26619429851844,2.25,56.848937171666485,3.158274287314805,0.0084220647661728,74.52858234759506,codeLLama_fewshot
,mbpp,test,178,passed,5.663936666072307e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,7.0,6.0,12.0,9.0,18.0,18.0,27.0,58.52932501298082,112.58797503894245,4.5,506.64588767524094,28.146993759735608,0.0375293250129808,62.87994147852664,codeLLama_fewshot
,mbpp,test,179,failed: ,,False,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,180,passed,2.713196666566849e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_fewshot
,mbpp,test,181,passed,3.1647833333329585e-05,True,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,81.58732839658019,codeLLama_fewshot
,mbpp,test,182,passed,8.06957333338687e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
,mbpp,test,183,failed: ,,False,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.0084220647661728,69.09458002513053,codeLLama_fewshot
,mbpp,test,184,failed: ,,False,True,13.0,13.0,13.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,8.0,15.0,12.0,23.0,31.26112492884004,82.4541375165866,5.357142857142857,441.71859383885675,24.53992187993649,0.0274847125055288,61.74512328290478,codeLLama_fewshot
,mbpp,test,185,passed,0.0001382281999999,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_fewshot
,mbpp,test,186,passed,8.120600000059616e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_fewshot
,mbpp,test,187,passed,3.494633333334107e-05,True,True,7.0,6.0,6.0,0.0,0.0,1.0,0.0,3.0,5.0,13.0,8.0,15.0,18.0,23.0,59.71535681027101,95.90827503317318,2.8846153846153846,276.658485672615,15.369915870700831,0.0319694250110577,68.74494550507636,codeLLama_fewshot
,mbpp,test,188,passed,2.7541366666620585e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,7.0,9.0,11.0,19.60964047443681,34.86917501586544,2.8,97.63369004442322,5.424093891356845,0.0116230583386218,73.54898781898997,codeLLama_fewshot
,mbpp,test,189,passed,0.0001043705333333,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_fewshot
,mbpp,test,190,passed,4.19484666660234e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_fewshot
,mbpp,test,191,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.69319837885878,codeLLama_fewshot
,mbpp,test,192,failed: object of type 'int' has no len(),,False,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,8.0,10.0,12.0,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,5.905649946466422,0.0132877123795494,70.08883339420603,codeLLama_fewshot
,mbpp,test,193,failed: ,,False,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,76.012549340051,codeLLama_fewshot
,mbpp,test,194,passed,7.675570000174048e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.0555555555555555,0.0006666666666666,91.05652066433753,codeLLama_fewshot
,mbpp,test,195,passed,7.859230000000217e-05,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.58174335197131,codeLLama_fewshot
,mbpp,test,196,passed,6.25945666669736e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,15.0,30.0,17.0,45.0,53.563522809337215,183.9358278562653,8.181818181818182,1504.9295006421703,83.60719448012058,0.0613119426187551,61.521794988793744,codeLLama_fewshot
,mbpp,test,197,passed,3.1194933334669865e-05,True,True,6.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_fewshot
